LTd_history,itv_LT,itv_LL,anm_develop_time
"[1.6707711050549489e-10, 1.6202858400489426e-10, 1.5785421332466508e-10, -1.6796216721086408e-10, -2.055052902914393e-10, -2.2837488185155295e-10, -5.906904465634284e-10, 4.0059690298305564e-10]",0.01041666666666667,0.18750000000000006,18
"[2.898157688940805e-10, 1.6707711050549489e-10, 1.6202858400489426e-10, -6.361257495279295e-11, -2.1176617826700174e-10, -1.8674139779990417e-10, -5.325375274533302e-10, 3.440584116725142e-10]",0.01041666666666667,0.1979166666666667,19
"[4.049911498237894e-10, 2.898157688940805e-10, 1.6707711050549489e-10, 1.5785421332466508e-10, -2.5084123889898045e-10, -3.760495927893341e-10, -6.339769995091309e-10, 2.9431919421252727e-10]",0.01041666666666667,0.2083333333333334,20
"[4.701008612668968e-10, 4.049911498237894e-10, 2.898157688940805e-10, 1.6202858400489426e-10, -2.697374952790986e-10, -3.222785238475716e-10, -5.208032377892408e-10, 3.027415014274924e-10]",0.01041666666666667,0.21875000000000006,21
"[3.749045887837062e-10, 4.701008612668968e-10, 4.049911498237894e-10, 1.6707711050549489e-10, -1.6796216721086408e-10, -3.032612389489576e-10, -4.4419149202464187e-10, 2.7287606328045554e-10]",0.01041666666666667,0.22916666666666674,22
"[5.089041917333411e-10, 3.749045887837062e-10, 4.701008612668968e-10, 2.898157688940805e-10, -6.361257495279295e-11, -4.30289559823469e-10, -4.717905601549673e-10, 2.336177008070191e-10]",0.01041666666666667,0.2395833333333334,23
"[5.727847818286668e-10, 5.089041917333411e-10, 3.749045887837062e-10, 4.049911498237894e-10, 1.5785421332466508e-10, -3.3679043481155803e-10, -4.285862758444074e-10, 2.180188174792378e-10]",0.01041666666666667,0.25000000000000006,24
"[7.256490066783105e-10, 5.727847818286668e-10, 5.089041917333411e-10, 4.701008612668968e-10, 1.6202858400489426e-10, -2.889629230479137e-10, -3.482769197426163e-10, 2.403546761586195e-10]",0.01041666666666667,0.26041666666666674,25
"[6.958149549572004e-10, 7.256490066783105e-10, 5.727847818286668e-10, 3.749045887837062e-10, 1.6707711050549489e-10, -2.055052902914393e-10, -3.6316211143406127e-10, 1.37959852322073e-10]",0.01041666666666667,0.2708333333333334,26
"[8.432751109490947e-10, 6.958149549572004e-10, 7.256490066783105e-10, 5.089041917333411e-10, 2.898157688940805e-10, -2.1176617826700174e-10, -2.953546376373679e-10, 1.3193080685948862e-10]",0.01041666666666667,0.28125000000000006,27
"[1.0364202518236947e-09, 8.432751109490947e-10, 6.958149549572004e-10, 5.727847818286668e-10, 4.049911498237894e-10, -2.5084123889898045e-10, -2.328349492839917e-10, -7.917253649181392e-11]",0.01041666666666667,0.29166666666666674,28
"[1.0487011762439145e-09, 1.0364202518236947e-09, 8.432751109490947e-10, 7.256490066783105e-10, 4.701008612668968e-10, -2.697374952790986e-10, -1.8788762404631915e-10, -2.1904564725984624e-10]",0.01041666666666667,0.3020833333333334,29
"[1.1945622991380701e-09, 1.0487011762439145e-09, 1.0364202518236947e-09, 6.958149549572004e-10, 3.749045887837062e-10, -1.6796216721086408e-10, -2.4125183938059475e-10, -1.7124982087774777e-10]",0.01041666666666667,0.3125000000000001,30
"[1.3531650931750944e-09, 1.1945622991380701e-09, 1.0487011762439145e-09, 8.432751109490947e-10, 5.089041917333411e-10, -6.361257495279295e-11, -2.9108789361742184e-10, -3.122550238381288e-10]",0.01041666666666667,0.32291666666666674,31
"[1.4239914857780207e-09, 1.3531650931750944e-09, 1.1945622991380701e-09, 1.0364202518236947e-09, 5.727847818286668e-10, 1.5785421332466508e-10, -1.6713336857311336e-10, -2.590523040960771e-10]",0.01041666666666667,0.3333333333333334,32
"[1.50949685135314e-09, 1.4239914857780207e-09, 1.3531650931750944e-09, 1.0487011762439145e-09, 7.256490066783105e-10, 1.6202858400489426e-10, -2.0082535786713752e-10, -2.543993490284534e-10]",0.01041666666666667,0.3437500000000001,33
"[1.625075940952581e-09, 1.50949685135314e-09, 1.4239914857780207e-09, 1.1945622991380701e-09, 6.958149549572004e-10, 1.6707711050549489e-10, -2.2837488185155295e-10, -2.6448914088599856e-10]",0.01041666666666667,0.35416666666666674,34
"[1.7599538392446671e-09, 1.625075940952581e-09, 1.50949685135314e-09, 1.3531650931750944e-09, 8.432751109490947e-10, 2.898157688940805e-10, -1.8674139779990417e-10, -4.0547268740170155e-10]",0.01041666666666667,0.3645833333333334,35
"[1.869749269538373e-09, 1.7599538392446671e-09, 1.625075940952581e-09, 1.4239914857780207e-09, 1.0364202518236947e-09, 4.049911498237894e-10, -3.760495927893341e-10, -2.917246931734496e-10]",0.01041666666666667,0.3750000000000001,36
"[2.0248209666917515e-09, 1.869749269538373e-09, 1.7599538392446671e-09, 1.50949685135314e-09, 1.0487011762439145e-09, 4.701008612668968e-10, -3.222785238475716e-10, -3.683097730105317e-10]",0.01041666666666667,0.3854166666666668,37
"[2.2492236419397798e-09, 2.0248209666917515e-09, 1.869749269538373e-09, 1.625075940952581e-09, 1.1945622991380701e-09, 3.749045887837062e-10, -3.032612389489576e-10, -4.176073774899876e-10]",0.01041666666666667,0.3958333333333334,38
"[2.4672419572504267e-09, 2.2492236419397798e-09, 2.0248209666917515e-09, 1.7599538392446671e-09, 1.3531650931750944e-09, 5.089041917333411e-10, -4.30289559823469e-10, -3.7515741698882637e-10]",0.01041666666666667,0.4062500000000001,39
"[2.4969218032492067e-09, 2.4672419572504267e-09, 2.2492236419397798e-09, 1.869749269538373e-09, 1.4239914857780207e-09, 5.727847818286668e-10, -3.3679043481155803e-10, -2.606960974685061e-10]",0.01041666666666667,0.4166666666666668,40
"[2.657116268203913e-09, 2.4969218032492067e-09, 2.4672419572504267e-09, 2.0248209666917515e-09, 1.50949685135314e-09, 7.256490066783105e-10, -2.889629230479137e-10, -2.6252141425643296e-10]",0.01041666666666667,0.4270833333333334,41
"[2.8746821987307978e-09, 2.657116268203913e-09, 2.4969218032492067e-09, 2.2492236419397798e-09, 1.625075940952581e-09, 6.958149549572004e-10, -2.055052902914393e-10, -2.6939577299804116e-10]",0.01041666666666667,0.4375000000000001,42
"[3.0745340438319294e-09, 2.8746821987307978e-09, 2.657116268203913e-09, 2.4672419572504267e-09, 1.7599538392446671e-09, 8.432751109490947e-10, -2.1176617826700174e-10, -2.800489426253683e-10]",0.01041666666666667,0.4479166666666668,43
"[3.1409489882354404e-09, 3.0745340438319294e-09, 2.8746821987307978e-09, 2.4969218032492067e-09, 1.869749269538373e-09, 1.0364202518236947e-09, -2.5084123889898045e-10, -3.3719958375229234e-10]",0.01041666666666667,0.4583333333333335,44
"[3.2702861977201826e-09, 3.1409489882354404e-09, 3.0745340438319294e-09, 2.657116268203913e-09, 2.0248209666917515e-09, 1.0487011762439145e-09, -2.697374952790986e-10, -3.452862381888458e-10]",0.01041666666666667,0.4687500000000001,45
"[3.445760580934742e-09, 3.2702861977201826e-09, 3.1409489882354404e-09, 2.8746821987307978e-09, 2.2492236419397798e-09, 1.1945622991380701e-09, -1.6796216721086408e-10, -3.822939653580715e-10]",0.01041666666666667,0.4791666666666668,46
"[3.74171576962376e-09, 3.445760580934742e-09, 3.2702861977201826e-09, 3.0745340438319294e-09, 2.4672419572504267e-09, 1.3531650931750944e-09, -6.361257495279295e-11, -4.2744889531402376e-10]",0.01041666666666667,0.4895833333333335,47
"[4.043069253094154e-09, 3.74171576962376e-09, 3.445760580934742e-09, 3.1409489882354404e-09, 2.4969218032492067e-09, 1.4239914857780207e-09, 1.5785421332466508e-10, -4.6023100602398953e-10]",0.01041666666666667,0.5000000000000001,48
"[-1.7411598728985963e-10, -1.4868163183255368e-10, -2.505835002833156e-10, -1.6033387076938814e-10, -4.0803301580123214e-10, -6.673616086754845e-10, -3.1493741571155577e-10, -6.046803913227991e-10]",0.01041666666666667,0.0,0
"[-1.3834544016026314e-10, -1.7411598728985963e-10, -1.4868163183255368e-10, -1.7374237270691208e-10, -3.442463145667579e-10, -7.241767537731941e-10, -3.4328936041552886e-10, -4.184363062703705e-10]",0.01041666666666667,0.01041666666666667,1
"[-1.590600713129199e-10, -1.3834544016026314e-10, -1.7411598728985963e-10, -2.505835002833156e-10, -2.4614097161642674e-10, -7.009181543820531e-10, -3.9005904126544686e-10, -4.433323863592e-10]",0.01041666666666667,0.02083333333333334,2
"[-1.9524062131353444e-10, -1.590600713129199e-10, -1.3834544016026314e-10, -1.4868163183255368e-10, -1.378586406852493e-10, -5.28013987597685e-10, -5.173420462201192e-10, -4.2121139107623087e-10]",0.01041666666666667,0.03125000000000001,3
"[-2.215551292560206e-10, -1.9524062131353444e-10, -1.590600713129199e-10, -1.7411598728985963e-10, -1.6033387076938814e-10, -4.6274126634276833e-10, -5.422237978343361e-10, -2.7314475183672396e-10]",0.01041666666666667,0.04166666666666668,4
"[-1.789256630636081e-10, -2.215551292560206e-10, -1.9524062131353444e-10, -1.3834544016026314e-10, -1.7374237270691208e-10, -4.704710126317388e-10, -5.326923654750613e-10, -2.9133319559203915e-10]",0.01041666666666667,0.05208333333333335,5
"[-1.6565524927949977e-10, -1.789256630636081e-10, -2.215551292560206e-10, -1.590600713129199e-10, -2.505835002833156e-10, -5.466153935154573e-10, -3.772014396154547e-10, -2.1479506514646749e-10]",0.01041666666666667,0.06250000000000001,6
"[-2.2599703027127605e-10, -1.6565524927949977e-10, -1.789256630636081e-10, -1.9524062131353444e-10, -1.4868163183255368e-10, -4.1156888016911556e-10, -3.979395081341244e-10, -1.2275645922364183e-10]",0.01041666666666667,0.07291666666666669,7
"[-3.470131088024146e-10, -2.2599703027127605e-10, -1.6565524927949977e-10, -2.215551292560206e-10, -1.7411598728985963e-10, -4.0803301580123214e-10, -5.375204817050106e-10, -2.1437886688188981e-10]",0.01041666666666667,0.08333333333333336,8
"[-2.6961256699716996e-10, -3.470131088024146e-10, -2.2599703027127605e-10, -1.789256630636081e-10, -1.3834544016026314e-10, -3.442463145667579e-10, -6.151721397805192e-10, -1.3809547678373163e-10]",0.01041666666666667,0.09375000000000003,9
"[-2.1650606394973765e-10, -2.6961256699716996e-10, -3.470131088024146e-10, -1.6565524927949977e-10, -1.590600713129199e-10, -2.4614097161642674e-10, -5.660521488711876e-10, -6.656793427714002e-11]",0.01041666666666667,0.1041666666666667,10
"[-8.035447110752075e-11, -2.1650606394973765e-10, -2.6961256699716996e-10, -2.2599703027127605e-10, -1.9524062131353444e-10, -1.378586406852493e-10, -5.868250394793377e-10, -1.134326414252554e-10]",0.01041666666666667,0.11458333333333337,11
"[-4.685992705907648e-11, -8.035447110752075e-11, -2.1650606394973765e-10, -3.470131088024146e-10, -2.215551292560206e-10, -1.6033387076938814e-10, -5.647334201636647e-10, -4.559155049431932e-11]",0.01041666666666667,0.12500000000000003,12
"[-2.0194771141049686e-11, -4.685992705907648e-11, -8.035447110752075e-11, -2.6961256699716996e-10, -1.789256630636081e-10, -1.7374237270691208e-10, -4.787677790475137e-10, -4.119039886573695e-11]",0.01041666666666667,0.1354166666666667,13
"[3.5610517275544294e-11, -2.0194771141049686e-11, -4.685992705907648e-11, -2.1650606394973765e-10, -1.6565524927949977e-10, -2.505835002833156e-10, -5.487598802226166e-10, -2.1018855737588752e-11]",0.01041666666666667,0.14583333333333337,14
"[1.19372001735883e-10, 3.5610517275544294e-11, -2.0194771141049686e-11, -8.035447110752075e-11, -2.2599703027127605e-10, -1.4868163183255368e-10, -6.466666636959731e-10, -7.797840755833377e-11]",0.01041666666666667,0.15625000000000006,15
"[1.6850579251831015e-10, 1.19372001735883e-10, 3.5610517275544294e-11, -4.685992705907648e-11, -3.470131088024146e-10, -1.7411598728985963e-10, -6.673616086754845e-10, -6.124671795543073e-11]",0.01041666666666667,0.1666666666666667,16
"[9.006221199551553e-11, 1.6850579251831015e-10, 1.19372001735883e-10, -2.0194771141049686e-11, -2.6961256699716996e-10, -1.3834544016026314e-10, -7.241767537731941e-10, -2.408331296240483e-11]",0.01041666666666667,0.17708333333333337,17
"[2.658191629172177e-11, 9.006221199551553e-11, 1.6850579251831015e-10, 3.5610517275544294e-11, -2.1650606394973765e-10, -1.590600713129199e-10, -7.009181543820531e-10, 4.896456200815876e-11]",0.01041666666666667,0.18750000000000006,18
"[7.354286070383346e-11, 2.658191629172177e-11, 9.006221199551553e-11, 1.19372001735883e-10, -8.035447110752075e-11, -1.9524062131353444e-10, -5.28013987597685e-10, 9.362768229657272e-11]",0.01041666666666667,0.1979166666666667,19
"[2.675871397564843e-10, 7.354286070383346e-11, 2.658191629172177e-11, 1.6850579251831015e-10, -4.685992705907648e-11, -2.215551292560206e-10, -4.6274126634276833e-10, 7.124909937843812e-11]",0.01041666666666667,0.2083333333333334,20
"[2.759904463245385e-10, 2.675871397564843e-10, 7.354286070383346e-11, 9.006221199551553e-11, -2.0194771141049686e-11, -1.789256630636081e-10, -4.704710126317388e-10, 3.5435743692640915e-12]",0.01041666666666667,0.21875000000000006,21
"[2.600931195587183e-10, 2.759904463245385e-10, 2.675871397564843e-10, 2.658191629172177e-11, 3.5610517275544294e-11, -1.6565524927949977e-10, -5.466153935154573e-10, -5.5578356322621246e-11]",0.01041666666666667,0.22916666666666674,22
"[1.4862598221719214e-10, 2.600931195587183e-10, 2.759904463245385e-10, 7.354286070383346e-11, 1.19372001735883e-10, -2.2599703027127605e-10, -4.1156888016911556e-10, -1.8972476052882356e-11]",0.01041666666666667,0.2395833333333334,23
"[2.368186177049855e-10, 1.4862598221719214e-10, 2.600931195587183e-10, 2.675871397564843e-10, 1.6850579251831015e-10, -3.470131088024146e-10, -4.0803301580123214e-10, -1.899997671259555e-11]",0.01041666666666667,0.25000000000000006,24
"[3.0408007632327947e-10, 2.368186177049855e-10, 1.4862598221719214e-10, 2.759904463245385e-10, 9.006221199551553e-11, -2.6961256699716996e-10, -3.442463145667579e-10, -1.18454524780415e-11]",0.01041666666666667,0.26041666666666674,25
"[4.1836025782295106e-10, 3.0408007632327947e-10, 2.368186177049855e-10, 2.600931195587183e-10, 2.658191629172177e-11, -2.1650606394973765e-10, -2.4614097161642674e-10, 6.227653923251358e-11]",0.01041666666666667,0.2708333333333334,26
"[5.321521584644063e-10, 4.1836025782295106e-10, 3.0408007632327947e-10, 1.4862598221719214e-10, 7.354286070383346e-11, -8.035447110752075e-11, -1.378586406852493e-10, 5.211111726649537e-11]",0.01041666666666667,0.28125000000000006,27
"[6.663685254069346e-10, 5.321521584644063e-10, 4.1836025782295106e-10, 2.368186177049855e-10, 2.675871397564843e-10, -4.685992705907648e-11, -1.6033387076938814e-10, 4.238577008039126e-11]",0.01041666666666667,0.29166666666666674,28
"[7.648154628824129e-10, 6.663685254069346e-10, 5.321521584644063e-10, 3.0408007632327947e-10, 2.759904463245385e-10, -2.0194771141049686e-11, -1.7374237270691208e-10, -3.607278347934502e-11]",0.01041666666666667,0.3020833333333334,29
"[9.212087187001617e-10, 7.648154628824129e-10, 6.663685254069346e-10, 4.1836025782295106e-10, 2.600931195587183e-10, 3.5610517275544294e-11, -2.505835002833156e-10, -7.166712412844966e-11]",0.01041666666666667,0.3125000000000001,30
"[1.0057975882984037e-09, 9.212087187001617e-10, 7.648154628824129e-10, 5.321521584644063e-10, 1.4862598221719214e-10, 1.19372001735883e-10, -1.4868163183255368e-10, -2.514102569275917e-10]",0.01041666666666667,0.32291666666666674,31
"[9.481590304776432e-10, 1.0057975882984037e-09, 9.212087187001617e-10, 6.663685254069346e-10, 2.368186177049855e-10, 1.6850579251831015e-10, -1.7411598728985963e-10, -3.1493741571155577e-10]",0.01041666666666667,0.3333333333333334,32
"[1.0016753931223298e-09, 9.481590304776432e-10, 1.0057975882984037e-09, 7.648154628824129e-10, 3.0408007632327947e-10, 9.006221199551553e-11, -1.3834544016026314e-10, -3.4328936041552886e-10]",0.01041666666666667,0.3437500000000001,33
"[1.0414833183366714e-09, 1.0016753931223298e-09, 9.481590304776432e-10, 9.212087187001617e-10, 4.1836025782295106e-10, 2.658191629172177e-11, -1.590600713129199e-10, -3.9005904126544686e-10]",0.01041666666666667,0.35416666666666674,34
"[1.2017727990792416e-09, 1.0414833183366714e-09, 1.0016753931223298e-09, 1.0057975882984037e-09, 5.321521584644063e-10, 7.354286070383346e-11, -1.9524062131353444e-10, -5.173420462201192e-10]",0.01041666666666667,0.3645833333333334,35
"[1.255334178708627e-09, 1.2017727990792416e-09, 1.0414833183366714e-09, 9.481590304776432e-10, 6.663685254069346e-10, 2.675871397564843e-10, -2.215551292560206e-10, -5.422237978343361e-10]",0.01041666666666667,0.3750000000000001,36
"[1.4129402510152217e-09, 1.255334178708627e-09, 1.2017727990792416e-09, 1.0016753931223298e-09, 7.648154628824129e-10, 2.759904463245385e-10, -1.789256630636081e-10, -5.326923654750613e-10]",0.01041666666666667,0.3854166666666668,37
"[1.6227521526766873e-09, 1.4129402510152217e-09, 1.255334178708627e-09, 1.0414833183366714e-09, 9.212087187001617e-10, 2.600931195587183e-10, -1.6565524927949977e-10, -3.772014396154547e-10]",0.01041666666666667,0.3958333333333334,38
"[1.709525478584861e-09, 1.6227521526766873e-09, 1.4129402510152217e-09, 1.2017727990792416e-09, 1.0057975882984037e-09, 1.4862598221719214e-10, -2.2599703027127605e-10, -3.979395081341244e-10]",0.01041666666666667,0.4062500000000001,39
"[1.7618082069096717e-09, 1.709525478584861e-09, 1.6227521526766873e-09, 1.255334178708627e-09, 9.481590304776432e-10, 2.368186177049855e-10, -3.470131088024146e-10, -5.375204817050106e-10]",0.01041666666666667,0.4166666666666668,40
"[1.7621321273777634e-09, 1.7618082069096717e-09, 1.709525478584861e-09, 1.4129402510152217e-09, 1.0016753931223298e-09, 3.0408007632327947e-10, -2.6961256699716996e-10, -6.151721397805192e-10]",0.01041666666666667,0.4270833333333334,41
"[1.9986122368388073e-09, 1.7621321273777634e-09, 1.7618082069096717e-09, 1.6227521526766873e-09, 1.0414833183366714e-09, 4.1836025782295106e-10, -2.1650606394973765e-10, -5.660521488711876e-10]",0.01041666666666667,0.4375000000000001,42
"[2.185771072142492e-09, 1.9986122368388073e-09, 1.7621321273777634e-09, 1.709525478584861e-09, 1.2017727990792416e-09, 5.321521584644063e-10, -8.035447110752075e-11, -5.868250394793377e-10]",0.01041666666666667,0.4479166666666668,43
"[2.4626675387798994e-09, 2.185771072142492e-09, 1.9986122368388073e-09, 1.7618082069096717e-09, 1.255334178708627e-09, 6.663685254069346e-10, -4.685992705907648e-11, -5.647334201636647e-10]",0.01041666666666667,0.4583333333333335,44
"[2.6121742631770465e-09, 2.4626675387798994e-09, 2.185771072142492e-09, 1.7621321273777634e-09, 1.4129402510152217e-09, 7.648154628824129e-10, -2.0194771141049686e-11, -4.787677790475137e-10]",0.01041666666666667,0.4687500000000001,45
"[2.929818772633384e-09, 2.6121742631770465e-09, 2.4626675387798994e-09, 1.9986122368388073e-09, 1.6227521526766873e-09, 9.212087187001617e-10, 3.5610517275544294e-11, -5.487598802226166e-10]",0.01041666666666667,0.4791666666666668,46
"[3.272163846739415e-09, 2.929818772633384e-09, 2.6121742631770465e-09, 2.185771072142492e-09, 1.709525478584861e-09, 1.0057975882984037e-09, 1.19372001735883e-10, -6.466666636959731e-10]",0.01041666666666667,0.4895833333333335,47
"[3.4870272479573975e-09, 3.272163846739415e-09, 2.929818772633384e-09, 2.4626675387798994e-09, 1.7618082069096717e-09, 9.481590304776432e-10, 1.6850579251831015e-10, -6.673616086754845e-10]",0.01041666666666667,0.5000000000000001,48
"[3.7015703510080285e-09, 3.4870272479573975e-09, 3.272163846739415e-09, 2.6121742631770465e-09, 1.7621321273777634e-09, 1.0016753931223298e-09, 9.006221199551553e-11, -7.241767537731941e-10]",0.01041666666666667,0.5104166666666669,49
"[2.9924393611918175e-11, 3.259083856476248e-11, 1.197174773028247e-11, -2.489341441589165e-11, -6.750072697128855e-11, 7.080605550528895e-11, 3.933778803401553e-10, 2.504121292445032e-10]",0.01041666666666667,0.0,0
"[1.0305460053211595e-10, 2.9924393611918175e-11, 3.259083856476248e-11, -2.8735692428618172e-11, 2.7619206342293436e-11, 4.12390700434729e-11, 4.4528229143907377e-10, 2.902322816706095e-10]",0.01041666666666667,0.01041666666666667,1
"[1.9687684408825124e-10, 1.0305460053211595e-10, 2.9924393611918175e-11, 1.197174773028247e-11, -9.08785881299755e-12, 2.6468868326271133e-11, 3.9950190564440815e-10, 3.2129818044845434e-10]",0.01041666666666667,0.02083333333333334,2
"[2.2876166430448172e-10, 1.9687684408825124e-10, 1.0305460053211595e-10, 3.259083856476248e-11, 5.3072759298727167e-11, 1.147456480539793e-10, 4.4403464691803526e-10, 2.70847353909727e-10]",0.01041666666666667,0.03125000000000001,3
"[1.7186129501701425e-10, 2.2876166430448172e-10, 1.9687684408825124e-10, 2.9924393611918175e-11, -2.489341441589165e-11, 2.7163722656841044e-11, 3.503922062985391e-10, 2.0077393632921653e-10]",0.01041666666666667,0.04166666666666668,4
"[1.3627707752831377e-10, 1.7186129501701425e-10, 2.2876166430448172e-10, 1.0305460053211595e-10, -2.8735692428618172e-11, 6.38126671755738e-11, 4.032598554552805e-10, 1.7146577958729837e-10]",0.01041666666666667,0.05208333333333335,5
"[1.9485611570465205e-10, 1.3627707752831377e-10, 1.7186129501701425e-10, 1.9687684408825124e-10, 1.197174773028247e-11, 4.746296426660003e-11, 3.983786276477914e-10, 6.576426314845012e-11]",0.01041666666666667,0.06250000000000001,6
"[2.209151386471649e-10, 1.9485611570465205e-10, 1.3627707752831377e-10, 2.2876166430448172e-10, 3.259083856476248e-11, 1.7099098805251286e-11, 3.4645646082941365e-10, 1.662180978394734e-11]",0.01041666666666667,0.07291666666666669,7
"[1.5262583691572882e-10, 2.209151386471649e-10, 1.9485611570465205e-10, 1.7186129501701425e-10, 2.9924393611918175e-11, -6.750072697128855e-11, 2.9366070139437956e-10, -8.003979067096404e-11]",0.01041666666666667,0.08333333333333336,8
"[2.6335673587146677e-10, 1.5262583691572882e-10, 2.209151386471649e-10, 1.3627707752831377e-10, 1.0305460053211595e-10, 2.7619206342293436e-11, 2.8549169827790994e-10, -1.6386204714750914e-10]",0.01041666666666667,0.09375000000000003,9
"[3.219565000897972e-10, 2.6335673587146677e-10, 1.5262583691572882e-10, 1.9485611570465205e-10, 1.9687684408825124e-10, -9.08785881299755e-12, 2.672499590585097e-10, -1.4162380930772496e-10]",0.01041666666666667,0.1041666666666667,10
"[3.0914563391088e-10, 3.219565000897972e-10, 2.6335673587146677e-10, 2.209151386471649e-10, 2.2876166430448172e-10, 5.3072759298727167e-11, 2.397258790711503e-10, -8.27656943102893e-11]",0.01041666666666667,0.11458333333333337,11
"[2.757080787172728e-10, 3.0914563391088e-10, 3.219565000897972e-10, 1.5262583691572882e-10, 1.7186129501701425e-10, -2.489341441589165e-11, 2.2356011627878837e-10, -1.8489448541748198e-10]",0.01041666666666667,0.12500000000000003,12
"[3.8739079031636515e-10, 2.757080787172728e-10, 3.0914563391088e-10, 2.6335673587146677e-10, 1.3627707752831377e-10, -2.8735692428618172e-11, 2.1398889242509712e-10, -1.1021548424736695e-10]",0.01041666666666667,0.1354166666666667,13
"[4.0701649405151925e-10, 3.8739079031636515e-10, 2.757080787172728e-10, 3.219565000897972e-10, 1.9485611570465205e-10, 1.197174773028247e-11, 2.670787304852084e-10, -1.9005532949790586e-10]",0.01041666666666667,0.14583333333333337,14
