TimeStep,StateType,Variable,Values
80,Smoothed,var_c_smooths,0.0427906 0.0681826 0.0944397 0.0194613 0.0209445 0.0344701 0.0363458 0.0932662 0.028275 0.0247524 0.0339227 0.032862 0.118666 0.0235108 0.0154051 0.0347815 0.0583218 0.0648284 0.0846014 0.0573522 0.0387895 0.0127079 0.0373801 0.0336547 0.0719704 0.161264 0.0431941 0.0699729 0.0244875 0.0202098 0.0377018 0.0739538 0.0452364 0.0461676 0.0634133 0.0662445 0.138889 0.0293489 0.0360804 0.0900681
81,Smoothed,var_c_smooths,0.0453452 0.057629 0.134158 0.0187679 0.0208656 0.0389136 0.0348843 0.0853521 0.0297285 0.0228157 0.0401921 0.0327929 0.124809 0.0236479 0.0198471 0.031787 0.0573497 0.0653611 0.081369 0.0629454 0.0464758 0.0158919 0.0307518 0.0295775 0.0740815 0.15826 0.0549876 0.0714541 0.0224864 0.018828 0.0431262 0.0673689 0.0496771 0.0407924 0.0507767 0.075702 0.156379 0.0260731 0.033651 0.0753586
82,Smoothed,var_c_smooths,0.0459217 0.0494423 0.17069 0.0195496 0.0211154 0.0445476 0.0352433 0.0767632 0.0332012 0.0208643 0.0469647 0.0330704 0.124905 0.0255718 0.0246195 0.0291388 0.0565078 0.0637264 0.0732799 0.0679146 0.0509386 0.0205181 0.0258825 0.0245097 0.0760801 0.14499 0.0651418 0.0757718 0.0198581 0.0180078 0.0503653 0.0597874 0.0527064 0.0366953 0.0397165 0.0789473 0.157074 0.0225185 0.0299568 0.0592371
83,Smoothed,var_c_smooths,0.0441343 0.0438207 0.185356 0.0202613 0.0207127 0.0529889 0.0368891 0.0681688 0.0392716 0.0190179 0.0538732 0.0375048 0.119824 0.0274518 0.0287088 0.0270423 0.0576836 0.0592634 0.0617578 0.0705049 0.0483349 0.0273149 0.022389 0.0196432 0.0768444 0.125405 0.0676121 0.0810676 0.0180516 0.0181888 0.0583604 0.0527929 0.0536638 0.0341845 0.0321666 0.0750191 0.144833 0.0193188 0.0254608 0.0454559
84,Smoothed,var_c_smooths,0.0400079 0.0408941 0.175362 0.0201846 0.0200681 0.0626368 0.0393741 0.0607976 0.0460837 0.0173035 0.0585028 0.0513713 0.110987 0.0286084 0.0316476 0.0252151 0.0625793 0.0522687 0.0490083 0.0704256 0.0407476 0.0375704 0.0200719 0.0159108 0.0745781 0.103794 0.0604221 0.0854939 0.0176662 0.019052 0.0652304 0.0479777 0.0534067 0.0323179 0.0280878 0.0671051 0.131218 0.0168018 0.0206578 0.0357375
85,Smoothed,var_c_smooths,0.0358849 0.0403798 0.153745 0.0202793 0.0199308 0.0652241 0.0431039 0.0557655 0.0506757 0.015566 0.0565351 0.0742963 0.100198 0.0291896 0.0343099 0.0236202 0.0696561 0.0446252 0.0373984 0.0696637 0.0340147 0.0521166 0.0188377 0.013544 0.0674274 0.0841587 0.0482758 0.0872424 0.0185749 0.0200447 0.0695319 0.0462037 0.0534315 0.0303813 0.0268358 0.0593673 0.123371 0.0151163 0.0161929 0.030325
86,Smoothed,var_c_smooths,0.0342932 0.0414609 0.132748 0.0213894 0.0211333 0.0550614 0.0494816 0.053251 0.0517046 0.014006 0.0475264 0.0866638 0.088673 0.0295536 0.0383286 0.0226641 0.0742579 0.0393061 0.0286174 0.0708435 0.0315161 0.0699187 0.0184839 0.0123824 0.05651 0.0689298 0.0374337 0.0854983 0.0206298 0.0209865 0.0704351 0.0477643 0.0551014 0.0280717 0.0281347 0.0544795 0.122859 0.0143399 0.0128083 0.0287586
87,Smoothed,var_c_smooths,0.0360434 0.0439691 0.116814 0.0237709 0.0244856 0.0393645 0.0603823 0.0517337 0.0497453 0.0132878 0.03604 0.070134 0.0771919 0.0297517 0.045054 0.0230029 0.0739391 0.0381901 0.0233766 0.0757119 0.0332152 0.0857883 0.0191351 0.0121994 0.0455811 0.0586072 0.0315905 0.0811695 0.0236842 0.0221269 0.0675623 0.0526931 0.0592331 0.0255665 0.0324068 0.0527457 0.128109 0.0145068 0.010945 0.0306206
88,Smoothed,var_c_smooths,0.0411004 0.0483605 0.105528 0.0275993 0.0306594 0.0285296 0.0781378 0.0492133 0.0464498 0.0140725 0.0280005 0.0451283 0.0662583 0.0294238 0.0544065 0.0252522 0.0702138 0.0417946 0.0214478 0.0842567 0.0376698 0.0938086 0.0213729 0.0127064 0.0374126 0.0521695 0.0294485 0.0767003 0.0273644 0.0235301 0.0636493 0.0613214 0.0660702 0.0232182 0.040284 0.053204 0.136164 0.0155771 0.0106909 0.0359127
89,Smoothed,var_c_smooths,0.0491985 0.0544601 0.0967292 0.0330491 0.0383964 0.024415 0.105786 0.0446723 0.0433033 0.0167901 0.0263372 0.0318722 0.0564959 0.0277843 0.0651404 0.0297213 0.0659098 0.0508121 0.0222927 0.0948937 0.0440202 0.0940561 0.0260753 0.013629 0.0325625 0.0482878 0.0281026 0.0739843 0.030675 0.0244603 0.0625996 0.0744435 0.074382 0.0214621 0.050761 0.054368 0.142582 0.017177 0.0119444 0.0451798
90,Smoothed,var_c_smooths,0.0595081 0.0613226 0.0878504 0.039942 0.0446836 0.0234087 0.143745 0.0391044 0.0407762 0.0214288 0.0283234 0.0288844 0.0481745 0.0252646 0.0754097 0.0363998 0.0633375 0.0663676 0.025348 0.104337 0.0532188 0.0909074 0.0336456 0.0147622 0.030659 0.0461441 0.0263708 0.0742249 0.0313387 0.023585 0.0638825 0.0928826 0.0826238 0.0207613 0.0588787 0.0549798 0.14381 0.0189642 0.0146466 0.058855
91,Smoothed,var_c_smooths,0.070984 0.0682302 0.0766073 0.0480468 0.0488588 0.0227989 0.185738 0.0342247 0.0386527 0.0275637 0.0290333 0.030041 0.0415822 0.0235186 0.0829608 0.0446643 0.0636366 0.0892998 0.0303897 0.109131 0.0676814 0.0886277 0.0436913 0.0162555 0.0304952 0.0452806 0.024217 0.0781124 0.0276421 0.0204065 0.0647911 0.116556 0.0902684 0.0216341 0.0583997 0.054708 0.138497 0.021013 0.0187273 0.0742157
92,Smoothed,var_c_smooths,0.100228 0.0733402 0.0968013 0.0718501 0.0320865 0.0276442 0.243407 0.0401173 0.0323677 0.032741 0.0334974 0.0715627 0.0394936 0.0134513 0.0667196 0.0684582 0.0548488 0.151468 0.0159734 0.140965 0.0807558 0.115419 0.0853425 0.0198477 0.0663624 0.0535465 0.0376475 0.0745323 0.0456634 0.0153296 0.15023 0.0693089 0.0458906 0.0157943 0.0804367 0.0740078 0.0956599 0.0276543 0.0180051 0.114959
93,Smoothed,var_c_smooths,0.108359 0.0796795 0.0936911 0.0778663 0.0324506 0.028869 0.270844 0.0364 0.0285781 0.0367068 0.0271762 0.06837 0.0394181 0.012306 0.0537575 0.0812237 0.0548564 0.16844 0.017225 0.13625 0.0903758 0.110193 0.106642 0.0252982 0.0725293 0.0532658 0.0307319 0.0738072 0.0473514 0.0172267 0.141672 0.0666912 0.0461275 0.017149 0.0894919 0.0756646 0.0765366 0.0341901 0.0225952 0.148902
94,Smoothed,var_c_smooths,0.100095 0.0910115 0.0772347 0.0744546 0.0370401 0.0267655 0.256396 0.0345706 0.0254793 0.0375965 0.0202389 0.0607705 0.0390244 0.0131689 0.0411445 0.0844042 0.0628964 0.163775 0.0199962 0.124849 0.0749815 0.0932186 0.119142 0.0292719 0.0660325 0.0523667 0.0212263 0.0707521 0.0373744 0.0201997 0.123747 0.0743303 0.0489208 0.0189774 0.0885213 0.0681423 0.066787 0.0372681 0.0280259 0.172588
95,Smoothed,var_c_smooths,0.0833307 0.107056 0.0570815 0.0633558 0.0410495 0.0234407 0.208526 0.0344419 0.0229617 0.0360354 0.0150959 0.0588555 0.0388894 0.0140056 0.0287178 0.0795232 0.0731201 0.146327 0.0225577 0.107458 0.0504109 0.0710286 0.12399 0.0329424 0.0579939 0.0518123 0.0144173 0.0671595 0.0280226 0.020268 0.103521 0.0791349 0.0493049 0.0206198 0.083684 0.0551105 0.0581473 0.0389572 0.0313805 0.165472
96,Smoothed,var_c_smooths,0.0642565 0.124248 0.0423549 0.0496486 0.0430431 0.0223222 0.153283 0.0361452 0.0212167 0.0338394 0.0122881 0.0600398 0.0398084 0.0143992 0.0189401 0.0703226 0.0810632 0.123612 0.0255122 0.0887037 0.0326869 0.0492209 0.123103 0.0373713 0.0516226 0.0525603 0.0108839 0.0671497 0.022874 0.0183419 0.084736 0.079315 0.0489759 0.0221887 0.0795237 0.0422509 0.0505251 0.0402515 0.0325517 0.140125
97,Smoothed,var_c_smooths,0.0474753 0.135001 0.0342311 0.0382125 0.0434258 0.0250251 0.10959 0.040009 0.0202414 0.0322545 0.0113636 0.0609248 0.0425676 0.0150601 0.0126672 0.0606742 0.0808948 0.101423 0.0298652 0.071266 0.0238929 0.0325629 0.118091 0.0431439 0.0477611 0.0555378 0.00964487 0.0762849 0.0205883 0.0162339 0.0686769 0.0772047 0.0474576 0.024175 0.0777832 0.033519 0.0452227 0.0419532 0.0329522 0.113711
98,Smoothed,var_c_smooths,0.0359421 0.134489 0.0315118 0.0309815 0.0432809 0.0257506 0.08149 0.0475297 0.0193355 0.0312904 0.011853 0.0572996 0.0478935 0.0179341 0.0093096 0.0530939 0.0733507 0.0838982 0.0361717 0.0578056 0.020735 0.0217252 0.109786 0.0486972 0.0462662 0.062149 0.00997819 0.0940688 0.0196983 0.0148634 0.0552776 0.075503 0.0442652 0.0272671 0.0778116 0.0296008 0.0434212 0.0436366 0.0332294 0.0941468
99,Smoothed,var_c_smooths,0.030238 0.126093 0.0322431 0.0277458 0.0433989 0.0219146 0.0647073 0.0606082 0.0182971 0.0298934 0.0133168 0.0479691 0.0557516 0.0253282 0.00781732 0.048405 0.0642565 0.0727363 0.0442481 0.0500706 0.020524 0.0150845 0.0986829 0.0501281 0.0463431 0.0735871 0.0117134 0.110017 0.0196814 0.014482 0.0435979 0.0746743 0.040204 0.0322866 0.0788688 0.0292611 0.0458397 0.0432323 0.0337357 0.0837588
100,Smoothed,var_c_smooths,0.0291069 0.114791 0.0354392 0.0270923 0.0428095 0.0192719 0.0545682 0.0794581 0.0184025 0.0283984 0.0156183 0.0374152 0.0665343 0.035092 0.0074622 0.0459314 0.0581655 0.0663011 0.054022 0.0467517 0.022019 0.01139 0.0849179 0.0473482 0.0475441 0.0898787 0.0150627 0.110945 0.0202723 0.0152204 0.034724 0.0747816 0.0370086 0.039808 0.0793242 0.0314851 0.0539234 0.0406207 0.035028 0.08115
101,Smoothed,var_c_smooths,0.0308675 0.104259 0.0413002 0.0270377 0.0382682 0.0206005 0.0485172 0.101778 0.0206564 0.0271784 0.0187244 0.0309893 0.0803158 0.0387537 0.00793887 0.0446257 0.0561103 0.0636679 0.0648749 0.0467156 0.0247585 0.00972432 0.0698989 0.0433519 0.0498169 0.110837 0.0201992 0.098247 0.0211107 0.0171479 0.0295407 0.0752653 0.0359341 0.0487933 0.0768427 0.035961 0.0676726 0.0374315 0.036864 0.0837913
102,Smoothed,var_c_smooths,0.0340985 0.0933265 0.0507927 0.0258733 0.0300848 0.0243791 0.0443517 0.120292 0.0243342 0.025842 0.0226995 0.0296835 0.0954618 0.0329397 0.00926412 0.0432079 0.0568406 0.063498 0.0749519 0.049257 0.0286558 0.00947468 0.05624 0.0399248 0.0526475 0.133198 0.0272997 0.0833171 0.0218401 0.0197371 0.0277595 0.0746078 0.0373694 0.0556184 0.0711492 0.0425276 0.0866771 0.0346772 0.0385923 0.0884966
103,Smoothed,var_c_smooths,0.0379591 0.0809354 0.0682839 0.0233904 0.0229827 0.0288079 0.0406574 0.128064 0.0275766 0.0242844 0.0276596 0.0310118 0.109033 0.0250408 0.0114591 0.0409679 0.0580326 0.0646168 0.0816539 0.0536122 0.034054 0.0103718 0.0452797 0.037388 0.055122 0.151287 0.0366033 0.0738667 0.022119 0.0209791 0.0287438 0.0721406 0.0405276 0.0569663 0.0633167 0.0512712 0.10908 0.0323863 0.039418 0.0897603
104,Smoothed,var_c_smooths,0.0417032 0.0685087 0.0966052 0.0210308 0.0200901 0.0327119 0.0376029 0.124519 0.029794 0.0225147 0.0333647 0.0322738 0.11903 0.0215034 0.0146649 0.0378395 0.0582442 0.0657396 0.0832622 0.0591751 0.0414298 0.0123035 0.0365794 0.0346099 0.0574768 0.159908 0.0480915 0.0712202 0.0213416 0.0199822 0.0316751 0.0681904 0.0446809 0.0529999 0.0532933 0.0617906 0.130698 0.0295812 0.0385305 0.0844186
105,Smoothed,var_c_smooths,0.0438687 0.0578622 0.135197 0.0202775 0.0199993 0.0358451 0.0361102 0.114179 0.0321472 0.0206017 0.0395684 0.0325348 0.123472 0.0219024 0.018825 0.0343186 0.0572018 0.0663582 0.0793275 0.0657211 0.0493715 0.0153394 0.0300453 0.030594 0.0595549 0.157419 0.0603985 0.0730386 0.0193715 0.0185226 0.0363529 0.0624643 0.0484925 0.0469804 0.0429442 0.0708481 0.142287 0.0261492 0.035824 0.0736027
106,Smoothed,var_c_smooths,0.0444528 0.0493775 0.169548 0.0208378 0.0201394 0.0392161 0.0362262 0.101633 0.0364827 0.0186863 0.0463718 0.0333422 0.121985 0.0238345 0.0232569 0.0310809 0.0563422 0.065112 0.0705676 0.0719261 0.0530753 0.0197922 0.0251856 0.0256419 0.0618057 0.144906 0.0687703 0.0777382 0.0171345 0.0178162 0.0426177 0.0557872 0.0508774 0.0419185 0.0346335 0.0741302 0.137677 0.0225143 0.0318144 0.0602363
107,Smoothed,var_c_smooths,0.0431838 0.0433561 0.182013 0.0210989 0.0195781 0.0448313 0.0373902 0.088967 0.0429949 0.016901 0.0534491 0.0384514 0.115458 0.025558 0.0269731 0.0282434 0.0576149 0.0612022 0.0585014 0.0756993 0.0491332 0.0263418 0.0217156 0.0208883 0.0638865 0.125845 0.0678157 0.0834989 0.0157914 0.0181798 0.049813 0.0496581 0.0514458 0.0385823 0.0293625 0.070415 0.123006 0.0192482 0.0270081 0.04752
108,Smoothed,var_c_smooths,0.0399331 0.0398639 0.170919 0.0206409 0.0187313 0.0533859 0.0393104 0.0777626 0.0493186 0.0153597 0.0585462 0.0527079 0.105401 0.0265019 0.0295927 0.0255247 0.0627129 0.0546354 0.0455084 0.0763545 0.0406 0.0361592 0.019465 0.0172235 0.0648745 0.104471 0.0581634 0.0882885 0.0157287 0.0192244 0.0565794 0.0456779 0.0511719 0.0361742 0.0267402 0.0627833 0.109223 0.0166311 0.0219333 0.0378652
109,Smoothed,var_c_smooths,0.0365518 0.038414 0.149224 0.0206213 0.0183876 0.0594174 0.0425599 0.0691306 0.0526002 0.0139321 0.0572438 0.0748607 0.0937629 0.0269066 0.0320349 0.0230792 0.0699586 0.0471432 0.0341082 0.0759206 0.0335869 0.0500773 0.0183345 0.0149038 0.0628802 0.0850323 0.0452627 0.090158 0.0167613 0.020331 0.0618745 0.0447057 0.0514014 0.034011 0.026219 0.0554197 0.101942 0.0148033 0.017277 0.0323378
110,Smoothed,var_c_smooths,0.0352634 0.0381932 0.128439 0.0218278 0.0194035 0.0550712 0.0484806 0.0626619 0.0519666 0.0126647 0.0485055 0.085126 0.0818583 0.0271997 0.0358286 0.0215124 0.0745257 0.0417761 0.0259083 0.0772953 0.031192 0.0672454 0.0181003 0.0138035 0.0571215 0.0699967 0.0350997 0.0882348 0.0187844 0.0212749 0.0649554 0.0470526 0.0531574 0.0316617 0.0276658 0.0508821 0.101997 0.0138457 0.0138043 0.0308404
111,Smoothed,var_c_smooths,0.0370065 0.0391412 0.112738 0.0244273 0.02257 0.042354 0.0588364 0.0566133 0.0485131 0.0120507 0.0367878 0.0670643 0.0705798 0.0275538 0.0421834 0.0216365 0.0741217 0.0405539 0.0213366 0.0822201 0.0331584 0.0824932 0.0188118 0.0137117 0.0489927 0.0597095 0.030629 0.0834645 0.0217588 0.0222802 0.0648712 0.0528113 0.0570551 0.0290996 0.0315229 0.0493676 0.10795 0.0137953 0.0119574 0.0329456
112,Smoothed,var_c_smooths,0.0419585 0.0417778 0.10184 0.0285985 0.0286771 0.0309835 0.0760228 0.049789 0.0444118 0.0127177 0.0283572 0.0426576 0.0604329 0.0278394 0.0510929 0.0241719 0.0705371 0.0441485 0.0199112 0.0906036 0.0379833 0.0897516 0.0210012 0.0143521 0.0409152 0.0531744 0.0296986 0.078415 0.0254328 0.023475 0.0631572 0.0622907 0.0634664 0.0266123 0.0385998 0.0498643 0.117355 0.0145971 0.0118101 0.0385412
113,Smoothed,var_c_smooths,0.0499578 0.0460866 0.093665 0.0345647 0.0367125 0.025475 0.103162 0.0423301 0.04112 0.0151397 0.0264651 0.0306262 0.0517928 0.0272372 0.0615341 0.0293761 0.066572 0.0534432 0.0209995 0.100804 0.0446969 0.089235 0.0255872 0.0154015 0.0346814 0.0492264 0.0290021 0.0751137 0.0289508 0.024263 0.0632698 0.0760896 0.0714219 0.0247027 0.0487554 0.050923 0.125775 0.0158992 0.0132814 0.047971
114,Smoothed,var_c_smooths,0.0601806 0.0513646 0.0855453 0.0421262 0.0434419 0.0236911 0.140537 0.0354627 0.0388188 0.0193914 0.0285927 0.0284104 0.0446395 0.0255349 0.071775 0.0370313 0.064335 0.0696299 0.0240763 0.109452 0.0539731 0.085604 0.0329893 0.0165977 0.0311288 0.0471252 0.0274194 0.0748001 0.0300916 0.0234782 0.0651581 0.0946217 0.0794602 0.0239105 0.0584916 0.0514414 0.129365 0.0174712 0.0163541 0.0609868
115,Smoothed,var_c_smooths,0.071557 0.0571368 0.0750115 0.0509169 0.0477313 0.0229055 0.18209 0.0303231 0.0371363 0.0251315 0.0297248 0.0299485 0.039022 0.0240887 0.0794139 0.0463579 0.0648108 0.0934558 0.0289193 0.112979 0.0681256 0.083027 0.0428017 0.018097 0.0295923 0.0463467 0.0251793 0.0781406 0.0268587 0.0205198 0.0664491 0.117289 0.0869965 0.0247909 0.0615026 0.0512856 0.126366 0.0194949 0.0209852 0.0737318
116,Smoothed,var_c_smooths,0.102582 0.0633961 0.0966412 0.0761658 0.0309758 0.0273137 0.241388 0.0335274 0.0320819 0.0304408 0.0352765 0.0693617 0.0379065 0.0132789 0.0640203 0.0722965 0.0570298 0.160382 0.015233 0.154898 0.0830843 0.110957 0.0860235 0.0220947 0.0702061 0.0565377 0.0405183 0.0756209 0.044314 0.0163167 0.145055 0.0732711 0.0461716 0.0183615 0.0846901 0.07484 0.0889995 0.0261027 0.0195692 0.126772
117,Smoothed,var_c_smooths,0.110683 0.0705891 0.094418 0.0833074 0.0318694 0.0283761 0.27509 0.0322111 0.0293265 0.0347102 0.0292959 0.0674826 0.0383852 0.0120833 0.0521151 0.086921 0.0573639 0.176864 0.0166764 0.148339 0.09545 0.107468 0.108244 0.0282663 0.0760874 0.0557948 0.0344081 0.076108 0.0470629 0.0176132 0.137027 0.0747408 0.0460091 0.0198586 0.0988255 0.0760837 0.0715094 0.0329448 0.0246927 0.159318
118,Smoothed,var_c_smooths,0.102481 0.0817431 0.0787494 0.0802167 0.0367919 0.0262786 0.260908 0.031484 0.0268567 0.0360076 0.0221423 0.0608397 0.0382559 0.01311 0.040226 0.093027 0.06543 0.170418 0.0195982 0.134315 0.0825874 0.0914113 0.121284 0.032676 0.0682415 0.0547657 0.0245237 0.0744265 0.0378035 0.020601 0.119611 0.0841632 0.0487473 0.0217714 0.101116 0.0682745 0.0629125 0.036528 0.0305455 0.173071
119,Smoothed,var_c_smooths,0.0860518 0.097269 0.0591858 0.0689589 0.040938 0.0233218 0.211152 0.0314556 0.0246699 0.0349248 0.0166654 0.0595318 0.0384407 0.0141323 0.0282971 0.0906146 0.0758485 0.15106 0.0223287 0.113425 0.0577199 0.0698875 0.126157 0.0370135 0.0586889 0.0543389 0.0168685 0.0723418 0.0287778 0.0210996 0.099685 0.0882576 0.0491843 0.0234485 0.0975112 0.0550707 0.0553916 0.0387285 0.0340781 0.156136
120,Smoothed,var_c_smooths,0.0672339 0.115189 0.0449453 0.0547558 0.0430014 0.0230783 0.15487 0.0326216 0.0231275 0.0332981 0.0135872 0.061174 0.0397066 0.0147149 0.0187995 0.0824128 0.0845342 0.126903 0.0254804 0.0911126 0.037964 0.0488607 0.125017 0.0425614 0.0507983 0.0554475 0.0126442 0.0742001 0.02375 0.0195437 0.0805764 0.0862532 0.0488711 0.0250329 0.0929789 0.0420982 0.0487773 0.0404645 0.0352747 0.126823
121,Smoothed,var_c_smooths,0.0504039 0.129261 0.0372836 0.0425475 0.0435179 0.0254996 0.110935 0.0355794 0.0224727 0.0322119 0.0124625 0.0622581 0.0428559 0.0156578 0.0126335 0.0723162 0.0853238 0.104151 0.0300612 0.07116 0.0272962 0.0328314 0.119659 0.0495336 0.0451899 0.0589221 0.0110977 0.0856794 0.0214862 0.0176451 0.063804 0.0816085 0.0475622 0.0271688 0.0896226 0.033354 0.0443706 0.0425802 0.0358061 0.10095
122,Smoothed,var_c_smooths,0.0386397 0.13318 0.0349446 0.0345058 0.0436213 0.0241575 0.0829683 0.0418908 0.0220071 0.031451 0.012802 0.0584846 0.0487967 0.019079 0.00932049 0.0634952 0.0782109 0.0866836 0.0366686 0.0567467 0.0231075 0.0223221 0.110926 0.0554794 0.0416885 0.0661286 0.0114315 0.105127 0.0205011 0.0163745 0.0497889 0.077648 0.044902 0.0306705 0.086801 0.0294719 0.0433971 0.0449145 0.0364014 0.0837175
123,Smoothed,var_c_smooths,0.0326206 0.128211 0.0359 0.0307138 0.0440769 0.0198391 0.0664449 0.0541032 0.0210879 0.029889 0.0141388 0.0488418 0.0576096 0.0272349 0.00786087 0.0574914 0.0689237 0.075937 0.0452249 0.0492886 0.0225118 0.0157039 0.099316 0.0558834 0.0396249 0.0782557 0.0134005 0.11992 0.0202403 0.0160596 0.038082 0.0745185 0.0415121 0.0363716 0.0838019 0.0290747 0.0464742 0.0453872 0.0372726 0.0756416
124,Smoothed,var_c_smooths,0.0311403 0.118424 0.0390472 0.0298346 0.0437645 0.0181625 0.056543 0.0739934 0.0207275 0.0280201 0.0163289 0.0380446 0.069665 0.0371518 0.0075277 0.0539137 0.0623602 0.0699264 0.055689 0.0466341 0.0239803 0.011915 0.0850646 0.051605 0.0390926 0.0949924 0.0172067 0.117084 0.0204107 0.016918 0.029879 0.0726758 0.0388209 0.0447753 0.0792189 0.031084 0.0550364 0.043493 0.0389538 0.0743434
125,Smoothed,var_c_smooths,0.0325761 0.107934 0.0449721 0.0297769 0.039146 0.0203969 0.0507373 0.101773 0.0223287 0.0263607 0.0193408 0.0315053 0.0845846 0.0397015 0.00800738 0.0518174 0.0597528 0.0676587 0.0674002 0.0473934 0.0269481 0.0101339 0.0699361 0.0465235 0.0405116 0.116073 0.0230595 0.101489 0.0206625 0.0189936 0.0255232 0.0719165 0.037938 0.0549179 0.0718268 0.0352029 0.0689302 0.0405843 0.0410871 0.0770219
126,Smoothed,var_c_smooths,0.0354959 0.0965173 0.0548386 0.0286385 0.0305651 0.0246514 0.0468042 0.130109 0.0258647 0.024745 0.0232248 0.0301759 0.10034 0.0324494 0.00930592 0.0496276 0.0599341 0.0676649 0.0780928 0.0507861 0.0313827 0.00978333 0.0564616 0.0424756 0.0433376 0.138206 0.0312667 0.0861032 0.0207351 0.0213967 0.0242139 0.0708128 0.0393472 0.0632192 0.0632074 0.0412299 0.0873347 0.0375314 0.0429703 0.0813884
127,Smoothed,var_c_smooths,0.0389552 0.0836094 0.0733599 0.0260988 0.0231499 0.0291688 0.0433221 0.148506 0.0296811 0.023152 0.0280903 0.0315313 0.113786 0.0239775 0.0114142 0.0464404 0.0605901 0.0686639 0.0847874 0.0559509 0.0376496 0.0106137 0.0457159 0.0396221 0.0461639 0.155844 0.0421735 0.0773491 0.0204186 0.0219928 0.0252138 0.0684438 0.0422769 0.0657206 0.0547934 0.0492355 0.107792 0.0346357 0.0437776 0.0834955
128,Smoothed,var_c_smooths,0.0422911 0.0707411 0.102847 0.0236435 0.0201628 0.03277 0.0404514 0.151408 0.0329364 0.0214452 0.033754 0.0329555 0.122736 0.0205834 0.0144696 0.042337 0.0603832 0.0694871 0.0858181 0.0623515 0.0460807 0.012506 0.0370692 0.0366563 0.0485991 0.1641 0.055375 0.0755504 0.0192651 0.0205779 0.027807 0.064979 0.0460162 0.0620798 0.0460686 0.0591577 0.12537 0.03128 0.0427011 0.0808055
129,Smoothed,var_c_smooths,0.0441711 0.0596781 0.142033 0.0228417 0.0200183 0.0350972 0.039049 0.142253 0.036485 0.0195927 0.0400712 0.0335879 0.12577 0.0211836 0.0184707 0.0379019 0.0591291 0.0700327 0.0809637 0.0700415 0.054614 0.0155286 0.0304937 0.032576 0.0503392 0.161641 0.0681827 0.0781537 0.0172662 0.019078 0.031887 0.0598746 0.049312 0.0555521 0.0381923 0.0683316 0.13161 0.0274911 0.0396497 0.0734336
130,Smoothed,var_c_smooths,0.044827 0.0508061 0.175687 0.0232531 0.0200572 0.0369347 0.0390402 0.126792 0.0419207 0.0176872 0.047225 0.0350437 0.12284 0.023152 0.0227659 0.03379 0.0583546 0.0690871 0.0711366 0.0778189 0.0577086 0.0200113 0.0255723 0.0276627 0.0520831 0.149367 0.0744896 0.0837412 0.0153057 0.018539 0.0374567 0.0538542 0.0512518 0.0495098 0.0324919 0.0723215 0.123024 0.0236256 0.0352065 0.0627923
131,Smoothed,var_c_smooths,0.0440551 0.0443623 0.18666 0.0231387 0.0193383 0.0403093 0.0398861 0.109377 0.0488767 0.0158902 0.0549634 0.04115 0.114838 0.024799 0.0263656 0.0299902 0.0600447 0.0656591 0.05804 0.0832208 0.0523429 0.0266423 0.0220874 0.0229675 0.0542465 0.130352 0.0702505 0.0904511 0.014332 0.0191817 0.0441738 0.0483666 0.0516852 0.045156 0.0291655 0.0691839 0.107221 0.0201627 0.0299251 0.0512974
